venue_id,id,category,phone_number,email,name,isClosed,bb,centroid,searchTags
DM_20518,Lv43194Ds3476715,shop,,,La Goar,False,"[[55.75535508411167, 37.61354904507419], [55.7552218335272, 37.613759584959816]]","[55.755288169597954, 37.61366756675793]",
DM_20518,Lv43194Ds3476771,clothing-accessories-shop,+7 (495) 7378449,,Vans,False,"[[55.75564841273456, 37.61439991227961], [55.75543328473521, 37.61476207715162]]","[55.75554106206964, 37.614569602551846]",skateparks|surfing|shoes|latest fashion|footwear|videos|blogs|apparel|sports footwear|kids shoes|clothing|casual|accessories|skateboarding|personal style|active and performance footwear|cutting-edge fashion
DM_20518,Lv43194Ds3476734,clothing-accessories-shop,,,NIKE,False,"[[55.75648581964264, 37.615066867054914], [55.75629886148668, 37.61547603953301]]","[55.75639638406489, 37.615259832782094]",shoes|sports|socks|tracksuits|sportswear|equipment|sports footwear|tennis|shirt|clothing|accessories|sport shoes|ropes|gear|Levi Strauss Signature|shop|Levi's|sports clothes|jogging|jeans|shopping|running|dumbbells|sporting equipments|jackets|t-shirts|speed ropes
DM_20518,Lv43194Ds3476750,bar-pub,,,O’Nail Bar,False,"[[55.754501733293935, 37.613010839483294], [55.754441392377416, 37.613098319705756]]","[55.7544708308143, 37.613055446804445]",
DM_20518,Lv43194Ds3476756,shop,,,Telefon.Ru,False,"[[55.75473649041262, 37.61330415599257], [55.75468641571119, 37.613447482302234]]","[55.754714442189524, 37.61338211903846]",
DM_20518,Lv43194Ds3476747,shop,+7 (495) 2878838,,Pandora,False,"[[55.756034440885394, 37.61492999274355], [55.755976054451004, 37.615027099975734]]","[55.7560050085862, 37.61497866654692]",
DM_20518,Lv43194Ds3476730,service,,,M.A.C,False,"[[55.756282113805966, 37.614963769786094], [55.75615345552347, 37.615228298186054]]","[55.756219349557036, 37.6151055520969]",makeup|beauty products|beauty|specialist|perfumery|cosmetics shop|cosmetics store
DM_20518,Lv43194Ds3476769,clothing-accessories-shop,+7 (495) 7440722,,Эстель Адони,False,"[[55.75552749351363, 37.614131568537864], [55.75533835819079, 37.61438202171865]]","[55.7554233934232, 37.61424857175992]",
DM_20518,Lv43196Ds3476843,clothing-accessories-shop,+7 (495) 7378541,,promod,False,"[[55.75621578466059, 37.614579472928284], [55.756014507558724, 37.614895496732714]]","[55.7561157933228, 37.61473841041727]",clothes|accessories|dresses|jumpers|trousers|wear|jackets|tops|skirts
DM_20518,Lv43196Ds3476853,restaurant,+7 (495) 2580995,bq@tigrusrest.ru,Bar Bq Cafe,False,"[[55.7558978461078, 37.615159170180036], [55.75560234898573, 37.61574690841797]]","[55.755750230501626, 37.61545248066609]",
DM_20518,Lv43196Ds3476865,clothing-accessories-shop,+7 (495) 7378503,,Tezenis,False,"[[55.75606539967469, 37.6152095697115], [55.7558985948464, 37.61554892038349]]","[55.75598535463711, 37.615372255384116]",
DM_20518,Lv43196Ds3476845,clothing-accessories-shop,+7 (499) 2408286,mag@mail.ru,Lusio,False,"[[55.75624344466665, 37.61466968741757], [55.75604780092897, 37.614977699939956]]","[55.75614637849033, 37.614824660734236]",
DM_20518,Lv43196Ds3481001,facility,,,Escalator,False,"[[55.7561940541849, 37.61532010044203], [55.75614294881857, 37.615378766111256]]","[55.75616838940244, 37.615349262778146]",
DM_20518,Lv43196Ds3476858,clothing-accessories-shop,+7 (495) 7378309,info@calzedonia.ru,CALZEDONIA,False,"[[55.75580035484851, 37.61477348350085], [55.75571560114427, 37.61502955725766]]","[55.7557725210679, 37.61488043070255]",women's clothing|fashion shop|clothing store|men's clothing|children's clothing
DM_20518,Lv43196Ds3476840,clothing-accessories-shop,+7 (495) 7378570,,MANGO,False,"[[55.75612986179234, 37.6142570370306], [55.75591769549724, 37.61468332387228]]","[55.75602051797016, 37.61446889633188]",clothes|women's clothing|bags|store|fashion shop|tops|tshirts|club wear|jeans|apparels|womens wear|belts|shirts|specialist|womenswear|accessories|dresses|women|t-shirts
DM_20518,Lv43196Ds3476850,shop,,,Sea Of Spa,False,"[[55.75600314920938, 37.61486046245672], [55.755954022542475, 37.61493560918526]]","[55.755978833346845, 37.61489838274982]",
DM_20518,Lv43196Ds3476872,restaurant,,,Movenpick,False,"[[55.75580350956696, 37.61437239460501], [55.75577900288394, 37.614418131906056]]","[55.75579137656573, 37.61439515067855]",
DM_20518,Lv43196Ds3476838,clothing-accessories-shop,+7 (495) 7378567,info@caterina.ru,Caterina Leman,False,"[[55.755988182672695, 37.61416758113305], [55.755841415079445, 37.614437556019354]]","[55.75591227505835, 37.61429755553821]",
DM_20518,Lv43196Ds3476862,clothing-accessories-shop,+7 (495) 7378484,,KAREN MILLEN,False,"[[55.75603283868548, 37.61512955139301], [55.75584013724506, 37.615530748835326]]","[55.75593037788041, 37.61531186330355]",fashion|women's clothing|coats|clothing|evening dresses|accessories|designer clothes|party dress|leather jackets
DM_20518,Lv43196Ds3476839,clothing-accessories-shop,,,Золотая Стрекоза,False,"[[55.75600169249805, 37.614331237206144], [55.755876251946844, 37.614553981683]]","[55.75593772999181, 37.61444263744835]",
DM_20518,Lv43196Ds3476848,electronics-shop,+7 (495) 7777710,,Евросеть,False,"[[55.75592404578684, 37.61463429331176], [55.75586534040113, 37.614730322098595]]","[55.75589461128451, 37.614682091244454]",
DM_20518,Lv43196Ds3476837,clothing-accessories-shop,+7 (495) 7378566,,Lauren Vidal,False,"[[55.75589493249837, 37.61407319159047], [55.755797253564396, 37.61432080017474]]","[55.75583968224272, 37.614194638271364]",
DM_20518,Lv43196Ds3476844,clothing-accessories-shop,+7 (495) 7378308,infobox@rendez-vous.ru,Rendez-Vous,False,"[[55.75628488333973, 37.61475602857987], [55.7560788951513, 37.61516866583857]]","[55.75618696686066, 37.6149700841051]",
DM_20518,Lv43196Ds3476860,clothing-accessories-shop,+7 (499) 7550227,ru@carlopazolini.com,Carlo Pazolini,False,"[[55.755929666121325, 37.61481366333986], [55.75571990704561, 37.61515375858197]]","[55.75582446340121, 37.61498324110268]",
DM_20518,Lv43196Ds3476856,service,,,L’Occitane En Provence,False,"[[55.75573180801873, 37.614742048598906], [55.755643617716075, 37.614930697319934]]","[55.7556888879015, 37.61483004353287]",makeup|beauty products|beauty|specialist|perfumery|cosmetics shop|cosmetics store
DM_20518,Lv43196Ds3476871,shop,,,Valtera,False,"[[55.75579253480772, 37.61435214737768], [55.755706822881486, 37.61469443553505]]","[55.755733878019285, 37.61451933417653]",
DM_20518,Lv43196Ds3479761,atm-bank-exchange,,,ATM,False,"[[55.75620912293703, 37.61538171731612], [55.75620912293703, 37.61538171731612]]","[55.75620912293703, 37.61538171731612]",
DM_20518,Lv43196Ds3481000,facility,,,Elevator,False,"[[55.75579034015051, 37.614467528605594], [55.755743900498565, 37.614521812470684]]","[55.75576697495695, 37.61449486169366]",
DM_20518,Lv43196Ds3476859,clothing-accessories-shop,+7 (495) 7378504,,intimissimi,False,"[[55.75588130627975, 37.61470877324901], [55.75579751585263, 37.61492102151274]]","[55.75583168791848, 37.614810568954674]",women's clothing|specialist|womenswear|accessories|store|fashion shop
DM_20518,Lv43196Ds3476813,shop,,,Natura Siberica,False,"[[55.755718394752364, 37.61433695683451], [55.75561146136802, 37.61452801571441]]","[55.75566794569955, 37.614428669108975]",
DM_20518,Lv43196Ds3476854,restaurant,+7 (495) 7378391,info@ru.mcd.com,McDonald's,False,"[[55.75575025450817, 37.61484607115598], [55.75548419883441, 37.61535559672495]]","[55.75561710358498, 37.61510115082099]",ice cream dessert|fast food|Hot Dog on a Stick's|restaurant|veggie dog|McChicken|lemonade|sandwich|kids meals|beef|Big Mac|cheese|hamburger|coffee|ice-cream|French fries|salads|fish|cheeseburger|pizza|fruit pie|chicken sandwiches
DM_20518,Lv43196Ds3476841,clothing-accessories-shop,+7 (495) 7378388,info@fashionstudio.ru,Etam,False,"[[55.75618688378569, 37.61451043247866], [55.755978649885655, 37.61480747975243]]","[55.75608003178635, 37.614652161820686]",smaillots|women's clothing|accessoires|lingerie|vêtement|specialist|womenswear|accessories|store|fashion shop|bain
DM_20518,Lv43196Ds3476816,clothing-accessories-shop,+7 (495) 7824416,,Fashion House,False,"[[55.75568705140126, 37.61444643251571], [55.75554763600264, 37.61476076064041]]","[55.75562441310481, 37.61459823074412]",
DM_20518,Lv43196Ds3479760,atm-bank-exchange,,,ATM,False,"[[55.75547749638219, 37.614983339472076], [55.75547749638219, 37.614983339472076]]","[55.75547749638219, 37.614983339472076]",
DM_20518,Lv43196Ds3476851,shop,,,Stroili Oro,False,"[[55.75607365074674, 37.61504064071255], [55.756022593994786, 37.615114910895684]]","[55.756047973981346, 37.61507741184429]",
DM_20518,Lv43196Ds3493988,clothing-accessories-shop,+7 (495) 2257463,glenfield@glenfield.ru,GLENFIELD,False,"[[55.755963044625915, 37.614936296892914], [55.755767093772064, 37.615245425386846]]","[55.75586525868553, 37.61509111083762]",
DM_20518,Lv43196Ds3476835,restaurant,,,sbarro,False,"[[55.75560750600821, 37.614400333011226], [55.75533064074009, 37.61497576065765]]","[55.75547276446555, 37.61469479735379]",desserts|Italian cuisine|italian specialties|spaghetti|homemade|vegetable pastas|restaurant|pastas|hand-tossed Italian|crust pizzas|vegetable|and homemade desserts|salads|stuffed pizzas|sicilian|pizza|lasagna|stuffed pizzas.
DM_20518,Lv43196Ds3476847,shop,+7 (495) 7378540,,Рив Гош,False,"[[55.75640571169789, 37.614831953109096], [55.75615112990272, 37.615422012013376]]","[55.75629632856947, 37.615122858627615]",
DM_20518,Lv43196Ds3476870,shop,+7 (495) 7378449,,Sunlight,False,"[[55.755854452301854, 37.6145072751858], [55.75572084311631, 37.614728192193006]]","[55.75580157677484, 37.61464501884229]",
DM_20518,Lv43196Ds3476867,clothing-accessories-shop,,,SuperStep,False,"[[55.75607774045527, 37.61550274124237], [55.755926140052104, 37.615717511911356]]","[55.75599981409213, 37.615608649073536]",
DM_20518,Lv43196Ds3476863,clothing-accessories-shop,+7 (495) 2257481,eshop@betatorg.ru,Kira Plastinina,False,"[[55.75600202320145, 37.615028336131374], [55.75580191990552, 37.61534601837084]]","[55.75590193313089, 37.615187156320374]",
DM_20518,Lv43196Ds3476849,shop,,,Beauty Cosmetics,False,"[[55.75595080187728, 37.614712778455946], [55.75589851655415, 37.61479376275066]]","[55.75592473821334, 37.61475336806018]",
DM_20518,Lv43196Ds3476868,clothing-accessories-shop,+7 (495) 7378531,,Accessorize,False,"[[55.756146961304914, 37.615539134365235], [55.75600029827105, 37.61571911458518]]","[55.75606741162473, 37.615616881614415]",women's clothing|wallet|jewelry|bags|women's bags|hats|cosmetics|wallets|scarves|caps|gloves|eye wear|jewellery|belts|hair accessories|womens fashion|purses|women's accessories|flip flops|gifts|accessory
DM_20518,Lv43196Ds3476857,clothing-accessories-shop,,info@incanto.eu,INCANTO,False,"[[55.75575541696186, 37.61477726827792], [55.75568234801046, 37.615018223598014]]","[55.75572647870108, 37.614902470369564]",women's clothing|lingerie|clothing stores|italian fashion
DM_20518,Lv43196Ds3476866,clothing-accessories-shop,+7 (495) 7378594,contact@lacoste.ru,LACOSTE,False,"[[55.75605124386916, 37.6154199372296], [55.755905881608776, 37.615672305041564]]","[55.7559853582509, 37.61554184160233]",women's clothing|shoes|footwear|bags|sportwear|men's sportwear|clothing store|sport's bags|women's sportwear|men's clothing|children's clothing
DM_20518,Lv43196Ds3476842,shop,+7 (499) 5004000,,Organic Shop,False,"[[55.756132124565546, 37.61448988177841], [55.7559658946227, 37.614715900389974]]","[55.75604672883388, 37.6146005341916]",
DM_20518,Lv43196Ds3476831,clothing-accessories-shop,,,Matreshka,False,"[[55.755784685532774, 37.61397541869705], [55.755485200765314, 37.61457569752633]]","[55.755618572285826, 37.61424975675584]",
